FID_,average_max_rainfall,average_2hr_rainfall,average_72hr_rainfall,distance to coast,EV,TWI,DTW,label,probability_1,predicted,correct
14583,1.098805401,0.173146105,0.615465688,112.2524286,2.193065988,310.0483165,4.745304113,0,0.1888884698032594,0,1
12264,1.028080274,0.166877409,0.565011182,986.8584092,2.947288273,1767.21599,8.849753565,1,0.9011583533754945,1,1
4141,1.040400972,0.163732538,0.53535882,1089.436533,3.51566363,1833.3676,6.291777938,1,0.6225843836615887,1,1
11976,0.994689729,0.167712557,0.566695399,672.9694569,2.306388477,2449.124424,5.191130713,0,0.45826562097243734,0,1
9636,0.97689336,0.169237022,0.563993855,1153.237503,3.240452816,3394.916663,5.1201016,0,0.30654539777880796,0,1
4372,0.922396014,0.165109122,0.549585628,84.7706412,2.030034807,298.0016644,5.870595183,0,0.41011757458565606,0,1
4692,1.012555867,0.175397132,0.564897445,219.9258386,2.321979988,777.5121322,7.398825418,1,0.7231382339918878,1,1
10304,1.065194793,0.157685842,0.546331905,572.586423,3.161064075,2039.475427,6.32285758,1,0.6206482213300265,1,1
5433,1.035437919,0.164299415,0.539553526,667.7477433,3.349406067,1622.368226,6.62099428,1,0.6053755577084472,1,1
3993,1.010749991,0.171651895,0.551356993,183.1560756,2.963734183,500.3853279,5.750525116,0,0.3123686491457126,0,1
14711,1.09228768,0.172799432,0.613296054,356.5544152,1.938080103,1221.497638,5.772388343,0,0.48555957326445426,0,1
3614,0.905667954,0.164999344,0.547557596,92.45215887,1.135340443,459.2880949,8.088722338,1,0.9045129364597305,1,1
10889,1.034721804,0.173934869,0.567386578,166.9046088,2.449178585,94.90731771,5.466145792,0,0.34189498853740163,0,1
680,0.995574264,0.174465047,0.548090415,670.520283,3.63508756,1049.948897,5.701051715,0,0.240561141050119,0,1
2987,0.972366752,0.173433061,0.555485307,309.4740786,3.473859747,804.5752138,4.882428654,0,0.09676445960454416,0,1
1982,0.96667805,0.173828851,0.554450045,186.445088,2.47785894,426.9905034,5.464737709,0,0.3005423177786967,0,1
14416,1.079886287,0.172231339,0.609668894,78.02167764,0.93826939,263.9587454,4.971361007,1,0.5248234725823837,1,1
14051,1.069301237,0.167462333,0.579837597,364.9633702,0.937015357,916.5132901,9.595744331,1,0.9879578176370125,1,1
786,0.963611482,0.176404815,0.554545552,334.1336747,3.680675272,1063.893063,4.737016801,0,0.07186040422308312,0,1
14211,1.056164038,0.165816802,0.588188444,445.8338378,2.758278553,470.1599899,5.104544334,0,0.21816916466278544,0,1
3072,1.023223572,0.171755428,0.543843066,311.0899517,2.741259296,738.5657379,7.754850792,1,0.7924019755220305,1,1
425,1.055788475,0.174064193,0.537294213,1077.027799,3.60120643,1193.932179,5.176472577,0,0.38685809541822674,0,1
4104,0.921055627,0.151851105,0.529873276,231.9725932,2.11901011,855.2448027,6.091018256,1,0.5796930261848626,1,1
5356,0.910737605,0.161167218,0.542959054,401.2644456,2.043708462,1350.787416,4.822602093,0,0.34095288675232693,0,1
4588,0.918270209,0.153645837,0.532339895,17.57007482,1.206565444,116.4044375,6.021125043,1,0.7203048634817899,1,1
7020,0.922456549,0.154403832,0.53438494,898.6564256,2.725829201,778.7682567,5.869750192,0,0.4760882566955366,0,1
6263,1.020949769,0.168488171,0.553924364,133.8946533,3.330169535,416.9171465,3.863618101,0,0.06710833116014016,0,1
5240,0.918361346,0.154024893,0.532955012,362.9059566,2.017146238,1233.150353,6.888339894,1,0.7520283087618814,1,1
16460,0.950775021,0.169412594,0.577616014,917.5019688,2.847132662,3179.281129,7.771732945,1,0.7045697166375241,1,1
3084,0.944539242,0.171741368,0.556269514,49.93308475,2.290036067,245.0428151,4.872978928,0,0.19617559953117106,0,1
2299,1.034980281,0.172560822,0.54036616,478.0869665,2.63328339,256.7995335,7.718402115,1,0.8393698290700423,1,1
9330,0.929266932,0.158761378,0.543087512,931.7116104,1.601419322,553.5888979,6.699488033,1,0.8402223515531768,1,1
703,0.943902787,0.178193492,0.559795168,132.2837213,2.594012827,477.9477492,4.878518247,0,0.15081982268734162,0,1
15329,1.051804189,0.168537804,0.557500913,979.12245,3.769730729,442.137988,4.940827794,0,0.18226059954255394,0,1
8825,1.035189039,0.173706774,0.566846874,244.6405077,2.808656388,634.6925424,5.934800328,0,0.3649971784129019,0,1
11256,1.071619879,0.157438188,0.548282606,288.1020539,2.676082263,942.0760664,8.247040902,1,0.8862377718043849,1,1
16367,0.926947955,0.161344965,0.559637865,861.6412442,1.195212999,215.7497499,7.2500061,1,0.8853570134476144,1,1
8748,1.049494089,0.160409424,0.54502805,940.5807267,3.173042305,644.9791236,5.711127413,1,0.5008574521464857,1,1
4082,0.911193534,0.160913416,0.542638852,449.105197,2.115040415,1399.12567,5.045236896,0,0.37284149253973725,0,1
1185,1.033142484,0.17026474,0.538629581,1186.315108,5.35508385,664.0613024,4.818246439,0,0.050241946932634195,0,1
12093,1.077690613,0.156257625,0.546115579,450.4615605,2.131328791,1574.422162,7.896768369,1,0.9400423471410048,1,1
7752,0.923435665,0.155300238,0.536068971,1070.244804,2.568547858,268.0370115,5.785209491,1,0.5117651106884117,1,1
11589,0.986006399,0.168865328,0.565405189,1072.379069,2.515186031,3017.982857,5.635586342,1,0.5754304409346752,1,1
4604,1.016749361,0.172454789,0.559890441,256.5363913,2.94106415,626.3791504,6.21634455,0,0.3826135736579788,0,1
7717,0.952741586,0.166706273,0.556890188,1147.249293,2.720233897,3636.695893,8.366250385,1,0.8981541098524974,1,1
9675,1.021244277,0.174854145,0.568889104,81.35642001,2.599787695,304.7144794,5.714300865,0,0.3074661256674635,0,1
1474,0.983709994,0.173988655,0.55127522,320.7514358,2.76997896,519.1623389,5.923397054,0,0.3721088221856143,0,1
7753,0.92323016,0.155156121,0.53578607,1045.949821,2.652368724,387.9449945,5.519307772,0,0.4403676635529451,0,1
7977,1.038001073,0.163513105,0.551861634,703.5334743,3.485019748,1294.116683,4.580154331,0,0.18223224864333878,0,1
6105,0.921133792,0.155428716,0.535754858,819.8677618,2.907356096,1624.706186,5.304560718,0,0.3363455397972136,0,1
13543,1.061260531,0.160668339,0.556521298,636.7438189,3.557310155,1288.207059,7.297340388,1,0.6058907671700559,1,1
11220,1.022666532,0.169856238,0.563805074,334.437297,3.391301426,762.1176776,4.648502064,0,0.10877194538077782,0,1
13556,1.07614651,0.168342299,0.584502897,564.2305055,0.929569937,1272.843775,9.040833864,1,0.9849456315885053,1,1
17133,0.920441316,0.16024813,0.555788245,673.8100109,2.684115836,1898.380356,7.592926391,1,0.6795362072995179,1,1
8701,0.982073348,0.172511746,0.564519376,592.4952485,2.587250415,1247.250646,6.629135343,1,0.5627039667037471,1,1
2616,1.030290553,0.169319946,0.539121561,1155.22295,3.848480159,1284.223363,4.760215738,0,0.23103160849909093,0,1
11160,1.015416183,0.169486012,0.565656686,803.3299819,3.460828325,2411.804777,6.188789625,0,0.38132607133856483,0,1
15391,0.983705743,0.172675059,0.572863763,456.9050119,2.879303015,1126.292437,7.440171479,1,0.553399982352642,1,1
2292,1.035369389,0.172534605,0.540239434,497.1579674,2.906858915,338.8441835,6.986437356,1,0.6976154311310196,1,1
13268,1.04782385,0.16432465,0.563910051,846.0090169,2.354143797,1631.408811,8.42779394,1,0.9317723875114909,1,1
1683,0.990137546,0.173541292,0.551341078,312.6971791,3.174712898,673.2285323,4.709624763,0,0.14004831175022708,0,1
6856,0.922034123,0.151672613,0.529757792,408.9969004,2.481559428,757.7073339,5.617696858,0,0.42406464231871166,0,1
9380,0.983006452,0.170655395,0.565126093,858.2010831,3.220581755,2532.994576,6.712734527,1,0.5032473529548555,1,1
5770,0.92197798,0.153127518,0.532164699,684.7200836,2.060647988,532.8340376,9.170379838,1,0.9490129680643787,1,1
8765,1.030490217,0.166643456,0.555495302,887.7365961,2.957905498,1618.981898,7.984389219,1,0.8427609470866952,1,1
7536,0.922323727,0.150762466,0.528307227,140.6424244,1.646039518,537.5701578,8.878712053,1,0.9442495310802725,1,1
10961,1.025108804,0.16718859,0.560824785,260.031141,3.465316348,412.4374665,4.982106977,0,0.12118412048851541,0,1
10482,1.082215635,0.154423595,0.539677813,935.1316128,3.195426133,527.09342,5.400644009,1,0.520566201979953,1,1
6592,1.030616253,0.164763464,0.546675213,160.8959514,3.160836197,502.5986314,5.472176389,0,0.27069856276955834,0,1
5405,1.023401539,0.167610645,0.545405169,355.6084575,1.904885234,36.68424164,4.823572379,1,0.507354482331725,1,1
11052,1.012420199,0.169790194,0.567140197,981.3223122,3.381739135,1531.085702,4.932686937,0,0.20175932167672572,0,1
6459,1.005021833,0.175666454,0.567496524,318.9136518,2.957449516,1025.97535,4.743721465,0,0.1529218629544877,0,1
9039,1.030621176,0.166971182,0.556277618,818.9330978,3.035930889,1284.568294,6.433118209,1,0.5793942310042096,1,1
3422,0.916732935,0.168150129,0.551884571,4.118452648,0.677479606,26.22964392,5.037568079,1,0.5929667268320769,1,1
8547,0.96228677,0.169703637,0.560985801,988.8052568,2.776314605,2718.155984,4.476759073,0,0.2595954605539533,0,1
12099,0.978164907,0.16662254,0.562610084,595.2896513,1.845390261,2100.254454,5.600506363,1,0.6238450171465546,1,1
1354,0.984566113,0.174125457,0.550858861,294.6011722,2.681036029,144.2949927,6.250546033,0,0.4378600200209635,0,1
8108,1.071532407,0.156204962,0.53566099,1042.448227,3.00711558,2066.922349,5.325485752,1,0.6454948756278339,1,1
10881,0.948032808,0.163359367,0.553358145,897.3617168,1.92024302,2539.24068,8.957127642,1,0.9601413619999635,1,1
1006,1.05202586,0.17392415,0.537748515,929.5967317,2.88884278,1106.567653,7.718449988,1,0.8864192660170094,1,1
202,0.974619667,0.175314111,0.552178508,290.223907,3.318266079,917.2286576,5.562779339,0,0.18806102718946113,0,1
15787,1.005555546,0.171420378,0.588645074,788.0344772,2.732766502,619.8406141,7.260534863,1,0.5637686533462148,1,1
10856,0.946375605,0.162273386,0.552107648,510.3322998,1.578054789,1429.199563,7.338565173,1,0.8694987495849434,1,1
4181,1.012214101,0.171008422,0.555502472,68.91653888,2.597449986,253.625035,7.258810419,1,0.6289173452861841,1,1
14113,1.061651922,0.165827648,0.572950717,364.9125851,1.862707553,1231.38817,6.998099419,1,0.8288733429959249,1,1
6694,0.921695535,0.151866036,0.530013524,357.8701361,2.384229595,1050.70403,8.556910304,1,0.8772735874324225,1,1
14018,1.068295417,0.166227759,0.576029663,179.9093396,2.624068009,705.6476396,5.185334566,0,0.2918241122218382,0,1
10875,0.95879949,0.164677734,0.556777392,742.4450831,2.544525631,2521.844701,4.419230017,0,0.2700850102084936,0,1
17134,0.92034382,0.16049493,0.556273088,667.1106031,2.701442607,1993.861452,6.193787888,0,0.4262156964187412,0,1
7953,0.979406107,0.172057439,0.564221954,649.5042627,2.322070087,1537.385399,8.249983395,1,0.8618314037093082,1,1
14895,1.04962456,0.163586503,0.581116201,878.2425044,2.902492967,2092.464516,7.957765412,1,0.7998314321640133,1,1
14442,1.060702132,0.166857065,0.591811996,269.2213356,6.598913689,624.8298942,6.992721537,0,0.01138412453803006,0,1
16188,0.989373706,0.170417036,0.586861066,980.4963949,1.924170207,2986.396233,7.536034024,1,0.8657404304612392,1,1
3057,0.996756198,0.173894705,0.558379749,41.41143049,2.376316875,185.7761697,5.238257782,0,0.28618908464207005,0,1
16050,1.055107955,0.171218836,0.602478005,280.5310101,2.165562195,1036.369876,5.574702925,0,0.3538788354542585,0,1
13339,1.05661643,0.161295978,0.556955479,831.1981689,3.71833134,2057.936936,4.826318864,0,0.20966730838871545,0,1
12748,1.046980436,0.168231418,0.578232231,590.8567969,2.96049751,2134.581319,5.026604166,0,0.26517607421553524,0,1
3882,1.003581762,0.172964934,0.555614404,64.15039156,2.662935984,195.8829013,4.790841543,0,0.19123374551025363,0,1
11977,0.992240771,0.167317976,0.566143202,559.4341457,1.923872155,2015.959282,5.381396993,1,0.5597265090952823,1,1
13421,1.061810548,0.159810906,0.553547349,1038.556584,3.175027087,1784.906281,7.296763915,1,0.7937799829764203,1,1
9177,0.922619006,0.150608496,0.528112636,461.8058485,2.104297033,40.9556461,5.773692628,1,0.5506111883312926,1,1
13213,1.048067901,0.163145437,0.560141649,959.4251188,2.972151462,2215.240698,7.543653708,1,0.8216707264619065,1,1
1627,1.039639293,0.172531401,0.539001301,791.9640442,3.401488191,1016.679991,4.63899518,0,0.2601093185556503,0,1
4352,0.920054045,0.152609969,0.530941963,199.9890018,2.016523207,740.7593457,6.292901874,1,0.6252890085227781,1,1
880,0.981438912,0.174689152,0.550987488,319.8974836,2.436089408,350.7152668,6.393929994,1,0.5415979475529002,1,1
3787,1.012825724,0.171707355,0.549578512,197.1325078,3.522421344,669.5116577,4.336756125,0,0.08495520863309623,0,1
6093,1.068994343,0.157525739,0.527105324,1253.81957,3.279822969,1711.46429,5.712181328,1,0.7000431261042883,1,1
6054,1.073865953,0.1571949,0.524044573,1233.033484,3.402158382,2328.331833,7.910355127,1,0.9250371989793196,1,1
2382,1.034412811,0.171418597,0.539419956,916.5872794,2.505115912,1428.656181,8.676758386,1,0.9559119060418239,1,1
6714,1.004662809,0.175613878,0.567489091,342.9590777,3.092140716,1038.826423,4.528006296,0,0.11856552299344411,0,1
16617,0.914760825,0.163505488,0.56104123,220.4010641,2.125478396,705.524152,5.382211474,0,0.277476189812867,0,1
8437,1.027513181,0.170686882,0.560633266,751.3603902,2.536811076,1897.417374,5.376333724,1,0.5125075950933178,1,1
5102,0.96001805,0.171535548,0.560365922,282.7461982,2.459114794,1029.867341,5.005411696,0,0.23901952573413757,0,1
1338,1.0354345,0.173513558,0.540584561,622.912827,4.333415147,916.4531211,4.685836532,0,0.09097909238886315,0,1
8966,1.047351415,0.176479084,0.570468613,284.4744356,1.736158014,283.3849881,6.256623342,1,0.7113149307897602,1,1
12546,1.034425504,0.165468026,0.562742377,1006.911106,3.422482475,1738.16055,7.069356758,1,0.6135111441129459,1,1
11663,1.004096043,0.169040526,0.568539054,967.493472,1.375262176,1618.799135,8.33588916,1,0.9659205220287368,1,1
7148,0.926550055,0.164147116,0.549404606,211.3024641,2.614232676,840.8844651,6.673236282,0,0.44635993274645297,0,1
11095,1.07450063,0.156969915,0.547651336,314.491044,2.986626631,1225.041468,7.07780162,1,0.7192266887347217,1,1
5429,1.026396454,0.166692227,0.54399558,474.411274,3.193657143,632.9191553,6.312081171,0,0.47315456034917147,0,1
13968,1.065961674,0.160571561,0.558072949,51.12693435,2.651675569,94.86930951,4.592481641,0,0.2324618262698548,0,1
